idclientecrm,Status Cliente
10728885,Cancelado
10728924,Vigente
10728994,Vigente
10728997,Cancelado
10729021,Cancelado
10729045,Cancelado
10729180,Vigente
10729216,Vigente
10729235,Vigente
10729270,Vigente
10729280,Vigente
10729401,Cancelado
10729408,Cancelado
10729455,Vigente
10729479,Vigente
10729492,Vigente
10729493,Vigente
10729546,Cancelado
10729553,Vigente
10729565,Vigente
10729567,Vigente
10729568,Cancelado
10729569,Vigente
10729603,Cancelado
10729636,Cancelado
10729651,Cancelado
10729672,Cancelado
10729679,Vigente
10729706,Cancelado
10729719,Vigente
10729801,Cancelado
10729855,Cancelado
10729890,Vigente
10729906,Vigente
10729979,Vigente
10729983,Cancelado
10729993,Vigente
10730051,Cancelado
10730058,Cancelado
10730200,Vigente
10730299,Vigente
10730416,Cancelado
10730422,Vigente
10730426,Vigente
10730442,Vigente
10730456,Vigente
10730465,Cancelado
10730473,Vigente
10730480,Vigente
10730489,Vigente
10730513,Cancelado
10730517,Vigente
10730525,Vigente
10730547,Vigente
10730551,Vigente
10730614,Vigente
10730664,Vigente
10730724,Vigente
10730810,Cancelado
10730820,Vigente
10730914,Vigente
10730985,Cancelado
10730990,Cancelado
10731021,Vigente
10731023,Cancelado
10731171,Cancelado
10731273,Cancelado
10731383,Vigente
10731393,Vigente
10731407,Cancelado
10731414,Cancelado
10731509,Cancelado
10731536,Cancelado
10731553,Vigente
10731560,Cancelado
10731581,Cancelado
10731593,Vigente
10731690,Cancelado
10731692,Vigente
10731794,Vigente
10731799,Cancelado
10731858,Vigente
10731922,Cancelado
10731923,Vigente
10731935,Vigente
10731981,Cancelado
10731986,Cancelado
10731997,Cancelado
10732037,Cancelado
10732053,Vigente
10732054,Vigente
10732065,Vigente
10732074,Vigente
10732081,Cancelado
10732276,Cancelado
10732329,Vigente
10732391,Vigente
10732411,Cancelado
10732416,Cancelado
10732590,Vigente
10732613,Vigente
10732615,Vigente
10732808,Vigente
10732815,Vigente
10732820,Cancelado
10732915,Vigente
10733002,Vigente
10733017,Vigente
10733031,Vigente
10733037,Vigente
10733066,Cancelado
10733136,Vigente
10733141,Vigente
10733162,Cancelado
10733200,Vigente
10733265,Vigente
10733296,Vigente
10733340,Vigente
10733418,Vigente
10733437,Vigente
10733447,Vigente
10733448,Vigente
10733455,Vigente
10733458,Vigente
10733472,Cancelado
10733473,Cancelado
10733516,Vigente
10733608,Cancelado
10733661,Vigente
10733729,Vigente
10733734,Cancelado
10733780,Vigente
10733783,Cancelado
10733810,Vigente
10733844,Vigente
10733902,Cancelado
10734022,Cancelado
10734137,Vigente
10734187,Vigente
10734200,Cancelado
10734270,Vigente
10734288,Cancelado
10734296,Vigente
10734378,Cancelado
10734500,Vigente
10734892,Cancelado
10734917,Vigente
10734922,Vigente
10734924,Cancelado
10734997,Vigente
10735108,Vigente
10735121,Vigente
10735205,Vigente
10735258,Vigente
10735293,Cancelado
10735294,Cancelado
10735334,Cancelado
10735393,Vigente
10735525,Cancelado
10735602,Vigente
10735626,Vigente
10735820,Cancelado
10735857,Vigente
10735939,Vigente
10735948,Vigente
10735974,Cancelado
10735977,Cancelado
10735991,Cancelado
10736002,Vigente
10736138,Vigente
10736150,Cancelado
10736269,Vigente
10736314,Vigente
10736341,Cancelado
10736353,Vigente
10736475,Cancelado
10736504,Cancelado
10736574,Cancelado
10736847,Vigente
10736852,Vigente
10736869,Cancelado
10736885,Vigente
10736897,Cancelado
10736930,Vigente
10736946,Vigente
10736969,Cancelado
10736990,Vigente
10737096,Cancelado
10737175,Vigente
10737202,Vigente
10737265,Cancelado
10737296,Vigente
10737304,Vigente
10737328,Vigente
10737532,Cancelado
10737538,Vigente
10737605,Cancelado
10737654,Vigente
10737692,Cancelado
10737721,Cancelado
10737728,Cancelado
10737739,Cancelado
10737757,Cancelado
10737793,Vigente
10737826,Vigente
10737951,Vigente
10737980,Vigente
10738027,Cancelado
10738058,Vigente
10738174,Vigente
10738224,Vigente
10738243,Cancelado
10738263,Vigente
10738372,Vigente
10738394,Vigente
10738406,Cancelado
10738471,Cancelado
10738474,Cancelado
10738475,Cancelado
10738481,Cancelado
10738483,Cancelado
10738500,Cancelado
10738501,Cancelado
10738552,Cancelado
10738630,Cancelado
10738644,Vigente
10738654,Vigente
10738716,Vigente
10738925,Vigente
10738947,Cancelado
10738990,Vigente
10739022,Cancelado
10739024,Cancelado
10739025,Cancelado
10739046,Vigente
10739061,Vigente
10739084,Vigente
10739228,Vigente
10739253,Cancelado
10739324,Cancelado
10739336,Cancelado
10739341,Vigente
10739386,Cancelado
10739391,Vigente
10739458,Cancelado
10739462,Vigente
10739490,Cancelado
10739520,Vigente
10739550,Cancelado
10739554,Vigente
10739655,Cancelado
10739683,Vigente
10739688,Cancelado
10739701,Vigente
10739752,Vigente
10739767,Vigente
10739768,Vigente
10739789,Vigente
10739797,Vigente
10739805,Vigente
10739820,Cancelado
10739822,Vigente
10739853,Vigente
10739879,Vigente
10739912,Vigente
10739933,Cancelado
10739940,Vigente
10739946,Vigente
10740055,Vigente
10740057,Cancelado
10740127,Cancelado
10740131,Vigente
10740163,Vigente
10740174,Cancelado
10740180,Cancelado
10740187,Cancelado
10740203,Vigente
10740219,Cancelado
10740239,Vigente
10740242,Cancelado
10740294,Cancelado
10740308,Cancelado
10740457,Cancelado
10740489,Cancelado
10740523,Cancelado
10740607,Cancelado
10740616,Cancelado
10740666,Vigente
10740677,Vigente
10740678,Vigente
10740683,Cancelado
10740787,Cancelado
10740874,Vigente
10740881,Vigente
10740883,Vigente
10740952,Cancelado
10740964,Cancelado
10741098,Vigente
10741113,Vigente
10741114,Vigente
10741128,Vigente
10741137,Vigente
10741138,Cancelado
10741227,Cancelado
10741232,Cancelado
10741238,Vigente
10741244,Cancelado
10741315,Vigente
10741405,Vigente
10741556,Vigente
10741569,Vigente
10741595,Cancelado
10741623,Cancelado
10741633,Cancelado
10741680,Cancelado
10741850,Cancelado
10741861,Vigente
10741866,Vigente
10741884,Cancelado
10741915,Vigente
10741951,Cancelado
10741960,Vigente
10741987,Cancelado
10741988,Vigente
10742001,Vigente
10742059,Cancelado
10742115,Cancelado
10742152,Cancelado
10742177,Vigente
10742179,Cancelado
10742231,Cancelado
10742235,Vigente
10742403,Vigente
10742405,Vigente
10742448,Cancelado
10742510,Cancelado
10742524,Vigente
10742605,Vigente
10742631,Vigente
10742729,Cancelado
10742741,Cancelado
10742763,Vigente
10742771,Vigente
10742927,Vigente
10742961,Vigente
10742965,Cancelado
10743127,Vigente
10743139,Cancelado
10743147,Vigente
10743149,Vigente
10743170,Vigente
10743183,Vigente
10743253,Cancelado
10743289,Vigente
10743409,Vigente
10743410,Cancelado
10743450,Vigente
10743520,Cancelado
10743545,Cancelado
10743550,Cancelado
10743553,Cancelado
10743630,Cancelado
10743637,Cancelado
10743695,Vigente
10743784,Vigente
10743796,Vigente
10743816,Vigente
10743832,Vigente
10744054,Cancelado
10744095,Cancelado
10744170,Vigente
10744269,Vigente
10744313,Vigente
10744323,Vigente
10744339,Vigente
10744342,Cancelado
10744488,Vigente
10744528,Cancelado
10744690,Cancelado
10744794,Vigente
10744844,Cancelado
10744854,Cancelado
10744878,Vigente
10744892,Vigente
10744904,Cancelado
10744992,Vigente
10745062,Vigente
10745087,Vigente
10745213,Vigente
10745258,Cancelado
10745273,Vigente
10745309,Vigente
10745323,Vigente
10745412,Vigente
10745565,Cancelado
10745633,Vigente
10745637,Cancelado
10745698,Vigente
10745701,Cancelado
10745857,Cancelado
10746035,Cancelado
10746165,Cancelado
10746183,Vigente
10746204,Vigente
10746228,Vigente
10746240,Vigente
10746241,Vigente
10746295,Vigente
10746323,Cancelado
10746403,Cancelado
10746418,Cancelado
10746449,Vigente
10746483,Cancelado
10746489,Vigente
10746502,Cancelado
10746530,Vigente
10746551,Vigente
10746570,Cancelado
10746584,Cancelado
10746605,Vigente
10746650,Vigente
10746653,Cancelado
10746657,Vigente
10746748,Vigente
10746774,Cancelado
10746775,Vigente
10746788,Cancelado
10746847,Cancelado
10746857,Cancelado
10746859,Vigente
10746864,Cancelado
10746907,Cancelado
10746928,Cancelado
10746929,Cancelado
10746942,Vigente
10747189,Vigente
10747244,Cancelado
10747245,Vigente
10747263,Cancelado
10747264,Vigente
10747343,Cancelado
10747376,Cancelado
10747384,Vigente
10747401,Cancelado
10747409,Vigente
10747442,Vigente
10747447,Cancelado
10747457,Vigente
10747469,Vigente
10747569,Vigente
10747582,Cancelado
10747620,Cancelado
10747625,Cancelado
10747662,Cancelado
10747663,Vigente
10747703,Cancelado
10747774,Cancelado
10747847,Vigente
10747968,Cancelado
10747977,Vigente
10748033,Vigente
10748035,Cancelado
10748056,Vigente
10748070,Cancelado
10748098,Vigente
10748114,Cancelado
10748124,Vigente
10748125,Cancelado
10748126,Vigente
10748145,Cancelado
10748162,Vigente
10748369,Vigente
10748559,Cancelado
10748609,Cancelado
10748617,Cancelado
10748621,Vigente
10748622,Cancelado
10748624,Cancelado
10748645,Vigente
10748649,Vigente
10748660,Cancelado
10748685,Cancelado
10748713,Cancelado
10748718,Vigente
10748721,Cancelado
10748735,Vigente
10748744,Vigente
10748756,Vigente
10748821,Cancelado
10748936,Vigente
10748998,Vigente
10749166,Vigente
10749226,Vigente
10749228,Vigente
10749258,Vigente
10749275,Vigente
10749278,Vigente
10749303,Vigente
10749346,Vigente
10749371,Cancelado
10749372,Vigente
10749526,Cancelado
10749559,Vigente
10749589,Cancelado
10749615,Cancelado
10749642,Vigente
10749643,Cancelado
10749674,Cancelado
10749675,Cancelado
10749689,Cancelado
10749767,Vigente
10749867,Cancelado
10749926,Vigente
10749932,Vigente
10749933,Vigente
10750007,Cancelado
10750016,Cancelado
10750024,Cancelado
10750039,Vigente
10750155,Cancelado
10750176,Vigente
10750188,Vigente
10750194,Vigente
10750244,Vigente
10750304,Cancelado
10750396,Cancelado
10750397,Vigente
10750423,Cancelado
10750469,Cancelado
10750583,Vigente
10750603,Cancelado
10750648,Vigente
10750677,Cancelado
10750679,Cancelado
10750682,Cancelado
10750732,Cancelado
10750744,Vigente
10750760,Cancelado
10750763,Vigente
10750775,Vigente
10750838,Vigente
10750881,Cancelado
10750884,Cancelado
10750886,Vigente
10750894,Vigente
10750934,Cancelado
10750956,Cancelado
10751160,Vigente
10751184,Cancelado
10751250,Cancelado
10751256,Cancelado
10751260,Cancelado
10751267,Vigente
10751309,Cancelado
10751372,Cancelado
10751393,Cancelado
10751416,Vigente
10751436,Cancelado
10751437,Vigente
10751440,Cancelado
10751532,Cancelado
10751546,Vigente
10751549,Cancelado
10751601,Vigente
10751605,Vigente
10751609,Vigente
10751710,Cancelado
10751714,Vigente
10751717,Cancelado
10751725,Vigente
10751745,Vigente
10751752,Vigente
10751759,Cancelado
10751763,Cancelado
10751875,Vigente
10751910,Cancelado
10752067,Cancelado
10752081,Vigente
10752208,Vigente
10752362,Cancelado
10752464,Vigente
10752502,Vigente
10752507,Vigente
10752581,Vigente
10752669,Cancelado
10752736,Vigente
10752757,Cancelado
10752758,Cancelado
10752760,Cancelado
10752849,Cancelado
10752860,Vigente
10752928,Vigente
10752946,Cancelado
10752957,Cancelado
10752968,Vigente
10752974,Cancelado
10752984,Cancelado
10753066,Vigente
10753073,Vigente
10753074,Vigente
10753109,Cancelado
10753112,Vigente
10753129,Cancelado
10753135,Cancelado
10753139,Cancelado
10753146,Cancelado
10753161,Vigente
10753174,Vigente
10753176,Vigente
10753184,Cancelado
10753249,Cancelado
10753341,Vigente
10753417,Vigente
10753530,Vigente
10753571,Vigente
10753581,Cancelado
10753598,Cancelado
10753611,Cancelado
10753614,Vigente
10753646,Vigente
10753679,Cancelado
10753852,Vigente
10753880,Cancelado
10753888,Cancelado
10753900,Cancelado
10753973,Vigente
10754030,Cancelado
10754301,Vigente
10754341,Vigente
10754365,Cancelado
10754370,Cancelado
10754413,Cancelado
10754451,Vigente
10754452,Vigente
10754471,Vigente
10754504,Cancelado
10754521,Cancelado
10754613,Cancelado
10754700,Vigente
10754766,Cancelado
10754842,Cancelado
10754845,Vigente
10754878,Cancelado
10754893,Vigente
10754988,Vigente
10755011,Cancelado
10755084,Vigente
10755114,Cancelado
10755149,Cancelado
10755159,Cancelado
10755270,Vigente
10755272,Cancelado
10755278,Vigente
10755391,Cancelado
10755398,Vigente
10755413,Vigente
10755423,Vigente
10755451,Vigente
10755464,Vigente
10755571,Vigente
10755615,Vigente
10755625,Cancelado
10755633,Cancelado
10755634,Cancelado
10755641,Vigente
10755658,Cancelado
10755663,Vigente
10755667,Vigente
10755671,Vigente
10755742,Vigente
10755747,Cancelado
10755751,Vigente
10755913,Cancelado
10756015,Cancelado
10756042,Vigente
10756043,Cancelado
10756064,Cancelado
10756094,Cancelado
10756249,Vigente
10756367,Cancelado
10756368,Vigente
10756397,Vigente
10756407,Vigente
10756421,Vigente
10756492,Vigente
10756494,Vigente
10756499,Cancelado
10756501,Vigente
10756510,Vigente
10756560,Cancelado
10756728,Cancelado
10756914,Cancelado
10756949,Vigente
10757011,Vigente
10757106,Vigente
10757109,Cancelado
10757139,Vigente
10757200,Vigente
10757253,Vigente
10757309,Cancelado
10757318,Vigente
10757324,Cancelado
10757372,Cancelado
10757404,Cancelado
10757495,Cancelado
10757501,Vigente
10757523,Vigente
10757682,Cancelado
10757693,Cancelado
10757768,Vigente
10757861,Cancelado
10757865,Cancelado
10758111,Cancelado
10758231,Cancelado
10758243,Cancelado
10758337,Cancelado
10758369,Vigente
10758569,Cancelado
10758624,Vigente
10758637,Cancelado
10758703,Vigente
10758786,Vigente
10758830,Vigente
10758959,Vigente
10758973,Vigente
10759039,Cancelado
10759089,Vigente
10759152,Vigente
10759159,Vigente
10759364,Cancelado
10759506,Cancelado
10759560,Vigente
10759561,Vigente
10759593,Cancelado
10759595,Vigente
10759601,Cancelado
10759759,Vigente
10759765,Cancelado
10759798,Cancelado
10759810,Vigente
10759828,Vigente
10759986,Cancelado
10759994,Cancelado
10760017,Vigente
10760071,Vigente
10760098,Cancelado
10760101,Vigente
10760111,Cancelado
10760341,Vigente
10760363,Cancelado
10760371,Cancelado
10760393,Cancelado
10760421,Cancelado
10760477,Cancelado
10760484,Cancelado
10760621,Cancelado
10760633,Cancelado
10760641,Vigente
10760660,Cancelado
10760782,Vigente
10760847,Vigente
10760883,Vigente
10761007,Cancelado
10761017,Vigente
10761028,Cancelado
10761083,Cancelado
10761116,Cancelado
10761155,Cancelado
10761245,Cancelado
10761292,Cancelado
10761293,Cancelado
10761315,Cancelado
10761318,Vigente
10761319,Vigente
10761425,Cancelado
10761529,Vigente
10761532,Cancelado
10761536,Cancelado
10761556,Vigente
10761560,Cancelado
10761607,Vigente
10761625,Cancelado
10761638,Vigente
10761640,Cancelado
10761655,Vigente
10761662,Cancelado
10761688,Vigente
10761746,Cancelado
10761763,Cancelado
10761796,Vigente
10761812,Cancelado
10761819,Cancelado
10761852,Vigente
10761869,Cancelado
10761896,Cancelado
10761952,Cancelado
10762069,Cancelado
10762085,Vigente
10762101,Cancelado
10762107,Vigente
10762117,Vigente
10762138,Cancelado
10762145,Vigente
10762151,Cancelado
10762154,Vigente
10762159,Vigente
10762170,Vigente
10762171,Cancelado
10762207,Vigente
10762216,Cancelado
10762221,Vigente
10762229,Vigente
10762259,Vigente
10762262,Cancelado
10762288,Vigente
10762300,Vigente
10762310,Cancelado
10762321,Vigente
10762341,Vigente
10762347,Cancelado
10762348,Vigente
10762358,Cancelado
10762386,Vigente
10762408,Cancelado
10762419,Cancelado
10762470,Vigente
10762482,Cancelado
10762567,Cancelado
10762707,Vigente
10763060,Cancelado
10763098,Vigente
10763140,Vigente
10763170,Cancelado
10763294,Cancelado
10763333,Vigente
10763337,Cancelado
10763340,Cancelado
10763427,Cancelado
10763437,Cancelado
10763478,Cancelado
10763482,Vigente
10763486,Cancelado
10763504,Vigente
10763515,Vigente
10763573,Cancelado
10763585,Cancelado
10763614,Cancelado
10763742,Vigente
10763758,Vigente
10763761,Vigente
10763819,Vigente
10763831,Vigente
10763835,Cancelado
10763848,Cancelado
10763851,Cancelado
10763856,Cancelado
10763860,Vigente
10764019,Cancelado
10764023,Cancelado
10764057,Vigente
10764064,Vigente
10764125,Cancelado
10764238,Cancelado
10764256,Cancelado
10764267,Vigente
10764283,Vigente
10764288,Cancelado
10764295,Cancelado
10764398,Cancelado
10764463,Vigente
10764485,Vigente
10764530,Vigente
10764546,Vigente
10764654,Vigente
10764660,Cancelado
10764705,Vigente
10764725,Cancelado
10764897,Vigente
10764923,Cancelado
10765000,Vigente
10765020,Cancelado
10765029,Vigente
10765033,Cancelado
10765142,Vigente
10765194,Cancelado
10765196,Cancelado
10765224,Vigente
10765237,Vigente
10765251,Cancelado
10765287,Cancelado
10765299,Vigente
10765317,Cancelado
10765358,Vigente
10765370,Vigente
10765496,Cancelado
10765523,Cancelado
10765542,Cancelado
10765636,Vigente
10765650,Cancelado
10765663,Cancelado
10765707,Vigente
10765800,Cancelado
10765868,Cancelado
10765881,Vigente
10765956,Cancelado
10766212,Cancelado
10766221,Cancelado
10766227,Cancelado
10766237,Vigente
10766245,Vigente
10766251,Cancelado
10766260,Cancelado
10766264,Vigente
10766538,Cancelado
10766758,Vigente
10766759,Vigente
10766841,Cancelado
10766873,Vigente
10766904,Vigente
10766991,Vigente
10767000,Cancelado
10767010,Vigente
10767026,Cancelado
10767067,Vigente
10767076,Vigente
10767152,Vigente
10767205,Cancelado
10767208,Vigente
10767219,Cancelado
10767286,Vigente
10767339,Cancelado
10767367,Vigente
10767375,Vigente
10767399,Cancelado
10767424,Vigente
10767542,Cancelado
10767569,Vigente
10767573,Cancelado
10767594,Vigente
10767606,Cancelado
10767611,Vigente
10767634,Cancelado
10767716,Vigente
10767731,Cancelado
10767767,Cancelado
10767808,Vigente
10767819,Cancelado
10767910,Vigente
10768040,Vigente
10768093,Vigente
10768108,Vigente
10768130,Vigente
10768211,Vigente
10768246,Cancelado
10768256,Cancelado
10768338,Cancelado
10768343,Vigente
10768402,Cancelado
10768405,Cancelado
10768428,Cancelado
10768432,Cancelado
10768438,Vigente
10768547,Vigente
10768564,Cancelado
10768580,Cancelado
10768588,Vigente
10768608,Vigente
10768633,Cancelado
10768680,Vigente
10768723,Cancelado
10768730,Vigente
10768746,Vigente
10768760,Cancelado
10768779,Cancelado
10768790,Cancelado
10768793,Cancelado
10768799,Cancelado
10768803,Cancelado
10768806,Cancelado
10768809,Cancelado
10768836,Vigente
10768851,Cancelado
10768859,Cancelado
10768936,Cancelado
10768939,Vigente
10768943,Cancelado
10768960,Vigente
10769032,Cancelado
10769067,Cancelado
10769116,Vigente
10769133,Cancelado
10769145,Cancelado
10769195,Cancelado
10769199,Vigente
10769302,Vigente
10769315,Cancelado
10769322,Cancelado
10769453,Cancelado
10769555,Cancelado
10769598,Vigente
10769605,Vigente
10769609,Cancelado
10769616,Cancelado
10769628,Cancelado
10769654,Vigente
10769660,Vigente
10769673,Vigente
10769731,Vigente
10769751,Vigente
10769801,Vigente
10769811,Vigente
10769861,Cancelado
10769901,Cancelado
10769934,Cancelado
10769970,Vigente
10770054,Cancelado
10770115,Cancelado
10770124,Vigente
10770143,Vigente
10770190,Vigente
10770196,Vigente
10770234,Cancelado
10770259,Vigente
10770267,Vigente
10770280,Cancelado
10770305,Vigente
10770309,Vigente
10770344,Vigente
10770355,Cancelado
10770375,Cancelado
10770448,Cancelado
10770453,Cancelado
10770522,Cancelado
10770550,Cancelado
10770603,Cancelado
10770615,Vigente
10770632,Cancelado
10770635,Cancelado
10770742,Vigente
10770744,Cancelado
10770758,Cancelado
10770783,Vigente
10770906,Cancelado
10770925,Vigente
10770994,Vigente
10771002,Cancelado
10771013,Vigente
10771077,Vigente
10771093,Vigente
10771102,Cancelado
10771115,Cancelado
10771216,Cancelado
10771243,Vigente
10771252,Vigente
10771285,Vigente
10771317,Vigente
10771352,Cancelado
10771383,Vigente
10771406,Vigente
10771415,Vigente
10771498,Cancelado
10771508,Cancelado
10771522,Cancelado
10771593,Vigente
10771648,Cancelado
10771649,Cancelado
10771652,Vigente
10771668,Vigente
10771671,Cancelado
10771672,Vigente
10771719,Cancelado
10771727,Vigente
10771735,Cancelado
10771751,Cancelado
10771783,Cancelado
10771807,Cancelado
10771815,Cancelado
10771863,Vigente
10771877,Cancelado
10771951,Vigente
10771953,Vigente
10771998,Vigente
10772028,Vigente
10772032,Cancelado
10772080,Vigente
10772081,Cancelado
10772086,Cancelado
10772092,Cancelado
10772220,Vigente
10772234,Cancelado
10772238,Cancelado
10772251,Vigente
10772291,Vigente
10772306,Cancelado
10772324,Vigente
10772379,Cancelado
10772384,Cancelado
10772402,Cancelado
10772461,Cancelado
10772467,Cancelado
10772523,Vigente
10772530,Cancelado
10772560,Cancelado
10772647,Vigente
10772711,Cancelado
10772733,Vigente
10772740,Vigente
10772764,Vigente
10772801,Vigente
10772826,Vigente
10772851,Cancelado
10772881,Vigente
10772892,Vigente
10772965,Vigente
10772972,Cancelado
10772975,Vigente
10772979,Vigente
10772982,Vigente
10773119,Cancelado
10773142,Cancelado
10773162,Cancelado
10773183,Vigente
10773187,Cancelado
10773206,Vigente
10773207,Vigente
10773226,Cancelado
10773301,Vigente
10773308,Vigente
10773371,Vigente
10773381,Vigente
10773454,Cancelado
10773475,Cancelado
10773481,Vigente
10773494,Cancelado
10773497,Cancelado
10773505,Vigente
10773569,Vigente
10773596,Cancelado
10773607,Cancelado
10773616,Vigente
30000229,Vigente
30000230,Cancelado
30000349,Vigente
30000351,Vigente
30000354,Cancelado
30000441,Vigente
30000443,Vigente
30000444,Vigente
30000456,Vigente
30000462,Vigente
30000464,Vigente
30000470,Cancelado
30000474,Cancelado
30000476,Cancelado
30000512,Cancelado
30000527,Cancelado
30000537,Vigente
30000602,Cancelado
30000695,Cancelado
30000700,Cancelado
30000793,Vigente
30000832,Cancelado
30000851,Vigente
30000894,Vigente
30000944,Vigente
30001004,Vigente
30001008,Vigente
30001012,Vigente
30001023,Cancelado
30001037,Vigente
30001112,Cancelado
30001117,Cancelado
30001147,Vigente
30001151,Vigente
30001208,Vigente
30001222,Cancelado
30001231,Vigente
30001272,Cancelado
30001282,Cancelado
30001365,Cancelado
30001402,Cancelado
30001422,Cancelado
30001526,Cancelado
30001579,Cancelado
30001600,Vigente
30001611,Vigente
30001738,Vigente
30001747,Vigente
30001842,Cancelado
30001938,Vigente
30002067,Cancelado
30002134,Vigente
30002136,Cancelado
30002258,Cancelado
30002268,Cancelado
30002273,Vigente
30002283,Vigente
30002291,Vigente
30002337,Cancelado
30002392,Vigente
30002396,Vigente
30002414,Cancelado
30002510,Vigente
30002564,Vigente
30002587,Vigente
30002591,Cancelado
30002594,Cancelado
30002596,Vigente
30002661,Vigente
30002675,Cancelado
30002706,Cancelado
30002712,Cancelado
30002798,Cancelado
30002806,Cancelado
30002836,Vigente
30002845,Vigente
30002883,Vigente
30002980,Cancelado
30003000,Cancelado
30003010,Vigente
30003012,Cancelado
30003020,Cancelado
30003022,Cancelado
30003098,Vigente
30003137,Vigente
30003162,Cancelado
30003202,Vigente
30003210,Cancelado
30003229,Cancelado
30004100,Cancelado
30004110,Vigente
30004122,Vigente
30004267,Cancelado
30004274,Vigente
30004327,Cancelado
30004329,Vigente
30004349,Cancelado
30004360,Cancelado
30004405,Vigente
30004455,Cancelado
30004469,Vigente
30004485,Cancelado
30004498,Vigente
30004500,Vigente
30004646,Cancelado
30004781,Vigente
30004805,Vigente
30004836,Vigente
30004851,Vigente
30004882,Vigente
30004918,Vigente
30004928,Vigente
30004934,Vigente
30004941,Vigente
30005162,Cancelado
30005178,Cancelado
30005188,Cancelado
30005252,Cancelado
30005263,Cancelado
30005300,Cancelado
30005334,Vigente
30005379,Cancelado
30005440,Vigente
30005502,Cancelado
30005507,Vigente
30005526,Vigente
30005537,Cancelado
30005552,Vigente
30005553,Vigente
30005556,Cancelado
30005606,Cancelado
30005621,Vigente
30005626,Vigente
30005639,Cancelado
30005676,Cancelado
30005679,Cancelado
30005696,Cancelado
30005714,Cancelado
30005747,Vigente
30005771,Vigente
30005779,Vigente
30005785,Cancelado
30005866,Cancelado
30005874,Vigente
30005882,Cancelado
30005883,Vigente
30005927,Vigente
30005956,Cancelado
30005970,Cancelado
30006012,Vigente
30006022,Vigente
30006068,Vigente
30006070,Vigente
30006092,Vigente
30006098,Vigente
30006125,Vigente
30006304,Cancelado
30006332,Cancelado
30006338,Cancelado
30006395,Vigente
30006445,Vigente
30006464,Cancelado
30006470,Vigente
30006480,Vigente
30006492,Vigente
30006528,Cancelado
30006536,Cancelado
30006542,Vigente
30006569,Cancelado
30006589,Cancelado
30006772,Vigente
30006787,Vigente
30006789,Vigente
30006795,Vigente
30006854,Cancelado
30006856,Vigente
30006891,Vigente
30006905,Cancelado
30006943,Cancelado
30006946,Cancelado
30006960,Vigente
30006971,Cancelado
30007116,Vigente
30007162,Vigente
30007164,Cancelado
30007182,Cancelado
30007191,Vigente
30007243,Vigente
30007254,Vigente
30007257,Cancelado
30007272,Vigente
30007275,Cancelado
30007280,Vigente
30007349,Vigente
30007353,Cancelado
30007400,Vigente
30007437,Cancelado
30007507,Vigente
30007552,Vigente
30007571,Cancelado
30007616,Cancelado
30007648,Cancelado
30007653,Cancelado
30007667,Vigente
30007698,Cancelado
30007702,Cancelado
30007707,Cancelado
30007714,Cancelado
30007753,Vigente
30007758,Vigente
30007781,Vigente
30007817,Vigente
30007827,Cancelado
30007934,Vigente
30007978,Cancelado
30007998,Cancelado
30008010,Vigente
30008016,Vigente
30008026,Vigente
30008031,Vigente
30008070,Vigente
30008072,Cancelado
30008154,Vigente
30008180,Cancelado
30008184,Vigente
30008191,Cancelado
30008226,Vigente
30008303,Cancelado
30008314,Cancelado
30008331,Cancelado
30008340,Cancelado
30008342,Cancelado
30008364,Cancelado
30008390,Vigente
30008456,Cancelado
30008462,Vigente
30008470,Vigente
30008483,Cancelado
30008546,Vigente
30008572,Vigente
30008574,Cancelado
30008587,Vigente
30008611,Vigente
30008613,Vigente
30008763,Vigente
30008800,Vigente
30008830,Cancelado
30008844,Vigente
30008867,Cancelado
30008896,Vigente
30008903,Cancelado
30008918,Vigente
30008920,Cancelado
30008934,Cancelado
30008944,Cancelado
30009022,Cancelado
30009129,Vigente
30009135,Cancelado
30009149,Cancelado
30009209,Vigente
30009219,Vigente
30009267,Vigente
30009288,Cancelado
30009292,Cancelado
30009298,Cancelado
30009302,Cancelado
30009313,Vigente
30009360,Vigente
30009382,Cancelado
30009428,Cancelado
30009444,Vigente
30009448,Vigente
30009460,Cancelado
30009468,Vigente
30009536,Cancelado
30009570,Cancelado
30009580,Cancelado
30009624,Cancelado
30009637,Cancelado
30009659,Cancelado
30009675,Vigente
30009681,Cancelado
30009699,Vigente
30009744,Vigente
30009749,Cancelado
30009751,Cancelado
30009759,Cancelado
30009764,Vigente
30009784,Cancelado
30009806,Cancelado
30009808,Vigente
30009818,Vigente
30009824,Vigente
30009830,Vigente
30009879,Cancelado
30009886,Cancelado
30009903,Vigente
30009919,Vigente
30009925,Cancelado
30010252,Vigente
30010294,Cancelado
30010300,Cancelado
30010358,Vigente
30010365,Cancelado
30010398,Vigente
30010400,Vigente
30010410,Cancelado
30010414,Vigente
30010418,Vigente
30010443,Vigente
30010447,Vigente
30010448,Cancelado
30010465,Cancelado
30010470,Cancelado
30010479,Cancelado
30010481,Vigente
30010499,Vigente
30010502,Cancelado
30010515,Cancelado
30010517,Vigente
30010530,Vigente
30010750,Vigente
30010754,Cancelado
30010809,Cancelado
30010810,Vigente
30010811,Cancelado
30010840,Vigente
30010841,Cancelado
30010857,Cancelado
30010877,Vigente
30010878,Vigente
30010893,Vigente
30010899,Cancelado
30010903,Cancelado
